,date,personnel_ac,personnel_daily,aircraft,helicopter,tank,APC,field artillery,MRL,drone,naval ship,special equipment
0,2022-3-25,16100,300 ,115,125,561,1625,291,90,53,5,18
1,2022-3-26,16400,300 ,117,127,575,1640,293,91,56,7,19
2,2022-3-27,16600,200 ,121,127,582,1664,294,93,56,7,21
3,2022-3-28,17000,400 ,123,127,586,1694,302,95,66,7,21
4,2022-3-29,17200,200 ,127,129,597,1710,303,96,71,7,21
5,2022-3-30,17300,100 ,131,131,605,1723,305,96,81,7,21
6,2022-3-31,17500,200 ,135,131,614,1735,311,96,83,7,22
7,2022-4-1,17700,200 ,143,131,625,1751,316,96,85,7,24
8,2022-4-2,17800,100 ,143,134,631,1776,317,100,87,7,24
9,2022-4-3,18000,200 ,143,134,644,1830,325,105,89,7,24
10,2022-4-4,18300,300 ,147,134,647,1844,330,107,91,7,25
11,2022-4-5,18500,200 ,150,134,676,1858,332,107,94,7,25
12,2022-4-6,18600,100 ,150,135,684,1861,332,107,96,7,25
13,2022-4-7,18900,300 ,150,135,698,1891,332,108,111,7,25
14,2022-4-8,19000,100 ,150,135,700,1891,333,108,112,7,25
15,2022-4-9,19100,100 ,151,136,705,1895,335,108,112,7,25
16,2022-4-10,19300,200 ,152,137,722,1911,342,108,112,7,25
17,2022-4-11,19500,200 ,154,137,725,1923,347,111,119,7,25
18,2022-4-12,19600,100 ,157,140,732,1946,349,111,124,7,25
19,2022-4-13,19800,200 ,158,143,739,1964,358,115,132,7,25
20,2022-4-14,19900,100 ,160,144,753,1968,366,122,134,7,25
21,2022-4-15,20000,100 ,163,144,756,1976,366,122,135,8,25
22,2022-4-16,20100,100 ,163,145,762,1982,371,125,138,8,26
23,2022-4-17,20300,200 ,165,146,773,2002,376,127,148,8,27
24,2022-4-18,20600,300 ,167,147,790,2041,381,130,155,8,27
25,2022-4-19,20800,200 ,169,150,802,2063,386,132,158,8,27
26,2022-4-20,20900,100 ,171,150,815,2087,391,136,165,8,27
27,2022-4-21,21000,100 ,172,151,829,2118,393,136,166,8,27
28,2022-4-22,21200,200 ,176,153,838,2162,397,138,172,8,27
29,2022-4-23,21600,400 ,177,154,854,2205,403,143,182,8,27
30,2022-4-24,21800,200 ,179,154,873,2238,408,147,191,8,28
31,2022-4-25,21900,100 ,181,154,884,2258,411,149,201,8,28
32,2022-4-26,22100,200 ,184,154,918,2308,416,149,205,8,31
33,2022-4-27,22400,300 ,185,155,939,2342,421,149,207,8,31
34,2022-4-28,22800,400 ,187,155,970,2389,431,151,215,8,31
35,2022-4-29,23000,200 ,189,155,986,2418,435,151,229,8,31
36,2022-4-30,23200,200 ,190,155,1008,2445,436,151,232,8,32
37,2022-5-1,23500,300 ,192,155,1026,2471,451,151,245,8,32
38,2022-5-2,23800,300 ,194,155,1048,2519,459,152,271,8,38
39,2022-5-3,24200,400 ,194,155,1062,2567,475,162,291,10,38
40,2022-5-4,24500,300 ,194,155,1077,2610,491,163,303,10,38
41,2022-5-5,24700,200 ,196,155,1092,2651,499,169,312,10,38
42,2022-5-6,24900,200 ,199,155,1110,2686,502,171,324,11,38
43,2022-5-7,25100,200 ,199,155,1122,2713,509,172,341,11,38
44,2022-5-8,25500,400 ,199,156,1130,2741,509,179,360,12,39
45,2022-5-9,25650,150 ,199,158,1145,2764,513,185,377,12,41
46,2022-5-10,26000,350 ,199,158,1170,2808,519,185,380,12,41
47,2022-5-11,26350,350 ,199,160,1187,2856,528,185,390,12,41
48,2022-5-12,26650,300 ,199,161,1195,2873,534,191,398,13,41
49,2022-5-13,26900,250 ,200,162,1205,2900,542,193,405,13,41
50,2022-5-14,27200,300 ,200,163,1218,2934,551,195,411,13,42
51,2022-5-15,27400,200 ,200,164,1220,2958,555,195,416,13,42
52,2022-5-16,27700,300 ,200,165,1228,2974,577,195,427,13,42
53,2022-5-17,27900,200 ,201,167,1235,3009,578,198,436,13,43
54,2022-5-18,28300,400 ,202,167,1251,3043,586,199,441,13,43
55,2022-5-19,28500,200 ,203,167,1254,3063,595,199,455,13,43
56,2022-5-20,28700,200 ,204,168,1263,3090,596,200,460,13,43
57,2022-5-21,28850,150 ,204,169,1278,3116,596,201,462,13,43
58,2022-5-22,29050,200 ,204,170,1285,3141,599,201,470,13,43
59,2022-5-23,29200,150 ,204,170,1293,3166,604,201,476,13,43
60,2022-5-24,29350,150 ,205,170,1302,3194,606,201,480,13,43
61,2022-5-25,29450,100 ,206,170,1305,3213,606,201,491,13,44
62,2022-5-26,29600,150 ,206,170,1315,3235,617,201,502,13,47
63,2022-5-27,29750,150 ,206,170,1322,3246,623,201,503,13,48
64,2022-5-28,30000,250 ,207,174,1330,3258,628,203,503,13,48
65,2022-5-29,30150,150 ,207,174,1338,3270,631,203,504,13,48
66,2022-5-30,30350,200 ,207,174,1349,3282,643,205,507,13,48
67,2022-5-31,30500,150 ,208,174,1358,3302,649,207,515,13,48
68,2022-6-1,30700,200 ,208,175,1361,3343,659,207,519,13,49
69,2022-6-2,30850,150 ,210,175,1363,3354,661,207,521,13,51
70,2022-6-3,30950,100 ,210,175,1367,3366,675,207,535,13,51
71,2022-6-4,31050,100 ,210,175,1376,3379,680,207,540,13,52
72,2022-6-5,31150,100 ,210,175,1381,3392,686,207,548,13,53
73,2022-6-6,31250,100 ,211,176,1386,3400,690,207,551,13,53
74,2022-6-7,31360,110 ,212,177,1390,3416,694,207,553,13,53
75,2022-6-8,31500,140 ,212,178,1393,3429,703,213,559,13,53
76,2022-6-9,31700,200 ,212,178,1398,3438,711,213,562,13,53
77,2022-6-10,31900,200 ,212,178,1409,3450,712,222,572,13,54
78,2022-6-11,32050,150 ,212,178,1419,3466,712,222,579,13,54
79,2022-6-12,32150,100 ,212,178,1430,3484,715,226,582,13,54
80,2022-6-13,32300,150 ,213,178,1432,3492,718,226,585,13,54
81,2022-6-14,32500,200 ,213,179,1434,3503,721,229,588,13,54
82,2022-6-15,32750,250 ,213,179,1440,3528,722,230,591,13,55
83,2022-6-16,32950,200 ,213,179,1449,3545,729,233,591,13,55
84,2022-6-17,33150,200 ,215,180,1456,3563,734,233,593,13,55
85,2022-6-18,33350,200 ,216,180,1465,3573,739,233,594,14,55
86,2022-6-19,33600,250 ,216,181,1468,3577,745,235,598,14,55
87,2022-6-20,33800,200 ,216,181,1477,3588,749,238,601,14,55
88,2022-6-21,34100,300 ,216,181,1496,3606,752,239,611,14,59
89,2022-6-22,34230,130 ,216,182,1496,3614,752,239,614,14,60
90,2022-6-23,34430,200 ,216,183,1504,3632,756,240,620,14,60
91,2022-6-24,34530,100 ,216,183,1507,3637,759,241,622,14,60
92,2022-6-25,34700,170 ,217,184,1511,3645,764,241,626,14,60
93,2022-6-26,34850,150 ,217,184,1532,3659,764,243,630,14,60
94,2022-6-27,35000,150 ,217,184,1552,3687,771,243,636,14,60
95,2022-6-28,35250,250 ,217,185,1567,3704,778,243,636,14,61
96,2022-6-29,35450,200 ,217,185,1572,3720,781,246,640,14,61
97,2022-6-30,35600,150 ,217,185,1573,3726,790,246,641,14,61
98,2022-7-1,35750,150 ,217,186,1577,3736,796,246,645,15,61
99,2022-7-2,35870,120 ,217,186,1582,3737,800,246,653,15,61
100,2022-7-3,35970,100 ,217,187,1584,3744,801,246,654,15,64
101,2022-7-4,36200,230 ,217,187,1589,3744,804,246,658,15,65
102,2022-7-5,36350,150 ,217,187,1594,3772,806,247,660,15,65
103,2022-7-6,36500,150 ,217,187,1600,3789,806,247,664,15,65
104,2022-7-7,36650,150 ,217,187,1602,3797,815,247,667,15,66
105,2022-7-8,36900,250 ,217,187,1637,3811,828,247,669,15,66
106,2022-7-9,37200,300 ,217,187,1638,3815,832,247,674,15,66
107,2022-7-10,37300,100 ,217,188,1641,3823,834,247,676,15,66
108,2022-7-11,37400,100 ,217,188,1645,3828,838,247,676,15,66
109,2022-7-12,37470,70 ,217,188,1649,3829,838,247,676,15,66
110,2022-7-13,37570,100 ,217,188,1649,3832,839,247,678,15,67
111,2022-7-14,37870,300 ,219,188,1667,3832,840,247,681,15,67
112,2022-7-15,38000,130 ,220,188,1672,3866,842,247,681,15,67
113,2022-7-16,38140,140 ,220,188,1677,3874,846,247,687,15,68
114,2022-7-17,38300,160 ,220,188,1684,3879,846,248,688,15,68
115,2022-7-18,38450,150 ,220,188,1687,3886,849,248,690,15,70
116,2022-7-19,38550,100 ,220,188,1691,3892,851,248,693,15,70
117,2022-7-20,38750,200 ,221,188,1700,3905,856,250,703,15,70
118,2022-7-21,38850,100 ,221,188,1704,3912,859,251,710,15,72
119,2022-7-22,39000,150 ,221,188,1704,3920,863,251,713,15,72
120,2022-7-23,39240,240 ,221,188,1708,3929,864,253,714,15,72
121,2022-7-24,39520,280 ,221,188,1722,3942,869,255,714,15,73
122,2022-7-25,39700,180 ,222,188,1730,3950,876,257,719,15,73
123,2022-7-26,39870,170 ,222,189,1737,3959,880,258,722,15,75
124,2022-7-27,40070,200 ,222,190,1738,3971,883,258,726,15,75
125,2022-7-28,40230,160 ,222,190,1742,3979,894,258,729,15,75
126,2022-7-29,40500,270 ,222,190,1749,3987,900,258,731,15,77
127,2022-7-30,40670,170 ,222,190,1759,3995,906,258,733,15,78
128,2022-7-31,40830,160 ,223,190,1763,4004,916,259,735,15,80
129,2022-8-1,41030,200 ,223,190,1768,4011,932,259,736,15,82
130,2022-8-2,41170,140 ,223,191,1768,4014,936,259,739,15,82
131,2022-8-3,41350,180 ,223,191,1774,4022,939,259,740,15,83
132,2022-8-4,41500,150 ,223,191,1789,4026,946,260,742,15,83
133,2022-8-5,41650,150 ,223,191,1792,4032,950,260,742,15,83
134,2022-8-6,41900,250 ,223,191,1802,4051,955,260,744,15,85
135,2022-8-7,42200,300 ,223,191,1805,4055,958,260,750,15,86
136,2022-8-8,42340,140 ,223,192,1811,4070,960,261,754,15,86
137,2022-8-9,42640,300 ,223,193,1817,4076,964,261,757,15,87
138,2022-8-10,42800,160 ,232,193,1832,4086,971,261,766,15,89
139,2022-8-11,43000,200 ,232,193,1846,4100,974,261,772,15,90
140,2022-8-12,43200,200 ,233,193,1849,4108,975,261,778,15,90
141,2022-8-13,43400,200 ,233,193,1856,4115,978,261,779,15,91
142,2022-8-14,43550,150 ,233,194,1864,4126,980,261,784,15,91
143,2022-8-15,43750,200 ,233,195,1876,4141,985,261,787,15,92
144,2022-8-16,43900,150 ,233,196,1880,4152,989,263,790,15,92
145,2022-8-17,44100,200 ,233,196,1886,4162,993,263,792,15,93
146,2022-8-18,44300,200 ,234,197,1889,4179,1010,265,793,15,93
147,2022-8-19,44700,400 ,234,197,1899,4195,1016,266,795,15,94
